Monthly_Income,Loan_Amount,Age,Primary_Income_Source,Essential_Expenses,Monthly_Installment,Remittance_Status,Land_Area,CIB_Score,Risk,Stress_Tested_Income,Loan_Coverage_Ratio
60656,430152,21,Agriculture,12719,14065,0,0.8,800,1,42459.2,2.1144827586206896
35669,305071,43,Salary,7556,4907,0,1.38,350,1,35669.0,5.72916242103118
46577,128394,32,Business,10257,2243,0,1.43,592,1,46577.0,16.192599197503345
66240,127890,24,Agriculture,28460,1966,0,1.16,699,1,46368.0,9.1088504577823
83106,48356,49,Salary,8577,431,0,0.09,319,1,83106.0,172.92111368909514
72175,68485,50,Salary,8954,1076,0,0.26,582,1,72175.0,58.75557620817844
14174,109726,22,Agriculture,5275,1624,0,2.42,330,1,9921.8,2.8613300492610834
66087,652825,28,Salary,18721,6058,0,1.34,796,1,66087.0,7.818752063387256
61441,56917,22,Salary,7837,567,0,1.16,675,0,61441.0,94.53968253968254
68278,519368,56,Salary,6333,13707,0,3.07,403,1,68278.0,4.5192237542861315
92324,109191,37,Remittance,15046,8151,0,0.81,587,0,92324.0,9.480799901852533
18735,114757,22,Business,3307,1435,0,0.91,360,1,18735.0,10.751219512195123
48178,370138,28,Salary,4108,3585,0,0.32,742,1,48178.0,12.292887029288703
71818,280984,73,Other,11488,3918,0,0.83,408,1,71818.0,15.398162327718223
28368,17131,32,Salary,10019,492,0,0.86,634,1,28368.0,37.29471544715447
89519,550927,57,Salary,35495,5984,1,0.12,343,1,89519.0,9.02807486631016
67367,668067,44,Salary,27779,7924,0,1.12,387,1,67367.0,4.995961635537607
76932,226747,28,Salary,17253,3105,1,0.29,840,1,76932.0,19.220289855072465
48581,111744,35,Salary,9628,1062,0,2.47,512,1,48581.0,36.6789077212806
76275,127936,18,Business,34320,1323,0,0.58,367,1,76275.0,31.71201814058957
81369,469900,60,Salary,29672,5585,1,0.95,685,1,81369.0,9.256401074306178
64658,398696,37,Business,18028,4758,0,1.2,410,1,64658.0,9.800336275746112
64688,519223,46,Salary,11273,6217,0,0.14,624,1,64688.0,8.5917645166479
65407,500638,26,Salary,13008,7285,0,1.86,746,1,65407.0,7.192724776938916
42733,383706,64,Salary,11567,6178,0,2.52,676,1,42733.0,5.044674651990936
57049,465226,30,Business,16006,5249,0,0.5,435,1,57049.0,7.819203657839589
56950,162253,50,Agriculture,4844,2082,0,1.05,430,1,39865.0,16.820845341018252
67668,391178,67,Salary,29434,6026,0,0.85,422,1,67668.0,6.344839030866246
79996,266020,58,Salary,23437,10359,0,0.6,648,1,79996.0,5.459889950767448
38829,141064,52,Salary,11571,1606,0,0.94,670,1,38829.0,16.972602739726028
57500,537825,68,Agriculture,9099,6577,0,1.74,587,1,40250.0,4.736353960772389
89629,625432,28,Salary,32539,12774,0,0.55,519,1,89629.0,4.469234382339127
45128,440387,72,Agriculture,15921,8723,0,0.51,334,1,31589.6,1.7962398257480223
43555,194284,49,Salary,5018,5027,1,2.88,760,1,43555.0,7.6660035806644125
64046,359020,41,Salary,19223,3098,0,0.13,663,1,64046.0,14.468366688185926
76888,394251,32,Agriculture,24876,3758,1,0.99,651,1,53821.6,7.702394890899414
60229,91502,60,Salary,23439,1260,0,1.34,357,1,60229.0,29.1984126984127
86579,237977,73,Salary,13528,4297,0,2.51,458,1,86579.0,17.000465441005353
77136,425216,57,Other,31219,4643,0,2.81,467,1,77136.0,9.889511091966401
76836,87597,19,Salary,19266,1270,1,0.32,629,1,76836.0,45.330708661417326
71082,664538,44,Salary,8225,5661,1,2.83,733,1,71082.0,11.103515279985869
106553,178638,59,Salary,12688,9950,0,2.3,777,1,106553.0,9.433668341708543
55897,133081,40,Salary,8563,8475,0,0.17,587,1,55897.0,5.5851327433628315
19930,154867,62,Agriculture,3679,2110,0,1.64,500,1,13951.0,4.86824644549763
92085,130842,58,Salary,24280,3853,0,0.55,524,1,92085.0,17.5979756034259
50846,460291,21,Remittance,18154,5957,0,1.17,705,1,50846.0,5.487997314084271
62158,459606,49,Business,9267,4768,0,1.0,475,1,62158.0,11.092911073825503
86191,99283,27,Other,38552,3689,1,2.57,529,0,86191.0,12.913797777175386
27955,197713,45,Agriculture,3907,3318,0,0.48,733,1,19568.5,4.720162748643761
34967,227302,39,Remittance,10552,2632,0,0.83,599,1,34967.0,9.276215805471125
27974,215255,63,Business,11853,2109,1,0.47,557,1,27974.0,7.643907064959697
44117,369166,67,Salary,17119,5627,0,4.84,704,1,44117.0,4.797938510751733
68793,503863,44,Salary,21994,14705,0,0.03,459,1,68793.0,3.1825229513770825
70484,427744,48,Business,24298,5683,0,1.65,333,1,70484.0,8.1270455745205
65525,233492,53,Salary,8496,3822,1,10.89,734,1,65525.0,14.921245421245422
31745,226155,55,Agriculture,2653,2371,0,1.16,550,1,22221.5,8.253268663011388
13798,132340,54,Salary,3320,1838,0,1.71,479,1,13798.0,5.7007616974972795
61087,371498,62,Agriculture,6910,8808,0,3.48,352,1,42760.899999999994,4.070265667574931
50564,344405,73,Salary,10738,3684,0,0.44,810,1,50564.0,10.810532030401736
69188,321912,65,Remittance,11263,4740,0,0.14,699,1,69188.0,12.220464135021096
74039,568853,25,Salary,31026,18247,1,0.32,451,1,74039.0,2.3572642078149832
62765,626259,45,Salary,25459,8601,0,1.07,634,1,62765.0,4.337402627601442
75203,152188,44,Agriculture,28803,1330,0,0.98,555,1,52642.1,17.924135338345863
64584,156477,47,Agriculture,22227,1774,0,1.85,480,1,45208.799999999996,12.954791431792557
70601,397107,48,Agriculture,9673,8970,0,0.49,471,1,49420.7,4.4311817168338905
45907,232889,58,Other,4494,2623,0,2.37,342,1,45907.0,15.788410217308426
56408,334495,41,Salary,18160,7866,0,0.23,837,1,56408.0,4.862445969997458
63936,61775,33,Agriculture,20308,875,0,0.39,810,0,44755.2,27.93965714285714
76411,331672,44,Salary,16557,4816,0,0.74,779,1,76411.0,12.428156146179402
52125,314746,66,Business,13286,8129,0,1.44,473,1,52125.0,4.777832451716078
70423,426715,35,Salary,18379,8608,0,0.25,849,1,70423.0,6.046003717472119
54683,368819,19,Salary,9229,3242,1,3.3,451,1,54683.0,14.0203578038248
57649,423262,73,Business,11313,10835,1,1.66,754,1,57649.0,4.276511305952931
76590,505088,29,Agriculture,17984,5127,0,1.03,355,1,53613.0,6.949288082699434
20139,161259,52,Salary,6106,1918,0,0.9,471,1,20139.0,7.316475495307612
34071,219255,63,Remittance,14775,3154,0,0.36,618,1,34071.0,6.117945466074826
30356,170186,33,Business,8477,6338,0,0.25,833,1,30356.0,3.4520353423792995
13328,83418,37,Salary,4672,2447,0,1.38,446,1,13328.0,3.5373927257866775
46435,67857,33,Business,17580,2166,0,0.37,538,0,46435.0,13.321791320406279
74989,232090,26,Salary,9149,3079,1,0.43,764,1,74989.0,21.3835660928873
54302,299220,26,Salary,17467,2555,0,3.69,560,1,54302.0,14.41682974559687
63956,562389,28,Business,16525,5269,0,0.51,676,1,63956.0,9.001897893338395
81784,568480,44,Salary,23865,38601,0,0.19,530,1,81784.0,1.50045335613067
86554,117616,48,Salary,8155,2830,0,0.21,302,1,86554.0,27.702826855123675
58617,359124,18,Agriculture,24344,12391,0,0.73,455,1,41031.899999999994,1.3467758857235086
87072,226954,66,Salary,37661,1934,1,0.88,611,1,87072.0,25.54860392967942
61843,462162,56,Agriculture,5027,12342,0,0.29,310,1,43290.1,3.100234970021066
43252,361616,22,Agriculture,6866,10717,0,2.57,427,1,30276.399999999998,2.184417280955491
48112,295303,66,Salary,7057,3735,0,1.32,825,1,48112.0,10.991967871485944
30389,185918,19,Business,11216,2580,1,0.71,308,1,30389.0,7.431395348837209
42237,156979,49,Salary,12726,4314,0,1.14,436,1,42237.0,6.840751043115438
52840,250429,44,Business,7694,2967,0,0.29,641,1,52840.0,15.216043141220087
76072,662513,46,Salary,28996,29475,0,2.0,610,1,76072.0,1.5971501272264632
94415,695984,72,Remittance,19901,49389,0,0.64,412,1,94415.0,1.5087165158233615
32356,175941,70,Salary,8106,8418,0,1.0,332,1,32356.0,2.8807317652649087
67857,271306,33,Business,15153,5278,0,1.74,795,1,67857.0,9.985600606290262
39189,38351,51,Salary,10695,327,0,0.31,603,0,39189.0,87.13761467889908
69494,129159,72,Salary,17905,1817,0,0.03,615,1,69494.0,28.39240506329114
57378,133905,59,Salary,10420,1432,1,0.48,331,1,57378.0,32.79189944134078
23382,94630,68,Business,5544,2025,0,2.84,415,1,23382.0,8.80888888888889
78566,743970,42,Other,32690,8295,1,0.34,340,1,78566.0,5.530560578661844
47900,253820,34,Salary,12745,2182,0,1.25,839,1,47900.0,16.111365719523373
49322,134697,47,Salary,20669,2660,0,1.75,724,1,49322.0,10.771804511278196
38605,58086,64,Salary,10946,484,0,0.36,601,1,38605.0,57.146694214876035
46914,174234,70,Salary,17098,2152,0,1.85,675,1,46914.0,13.855018587360595
68558,565565,57,Remittance,12932,6091,0,3.68,391,1,68558.0,9.13249055984239
56215,232829,58,Remittance,20937,5934,0,0.11,844,1,56215.0,5.9450623525446575
66573,521853,47,Remittance,11837,6407,1,0.63,585,1,66573.0,8.54315592320899
67238,546356,36,Salary,5865,8132,1,0.09,584,1,67238.0,7.547097884899164
86413,134182,42,Salary,12052,1164,0,2.5,828,1,86413.0,63.884020618556704
53144,333865,46,Agriculture,4677,3043,0,1.75,352,1,37200.799999999996,10.688070982582976
30463,292792,64,Salary,13112,5339,0,0.32,533,1,30463.0,3.2498595242554784
81344,351431,49,Business,36604,3076,0,1.22,348,1,81344.0,14.544863459037712
53370,52514,63,Salary,19321,488,0,0.65,534,0,53370.0,69.77254098360656
82292,762960,19,Salary,9876,10071,0,0.4,447,1,82292.0,7.190547115480092
67668,601895,61,Remittance,27920,28842,0,1.49,554,1,67668.0,1.378129117259552
57377,313298,46,Salary,20380,10669,0,0.37,686,1,57377.0,3.467710188396288
66976,384871,74,Other,13591,18957,0,0.66,454,1,66976.0,2.8161101440101284
99020,248693,44,Salary,26324,10510,1,0.35,328,1,99020.0,6.916841103710752
101540,841237,45,Salary,32985,7159,0,1.4,389,1,101540.0,9.576058108674395
61388,321471,25,Salary,5457,9207,0,0.41,694,1,61388.0,6.074834365156946
63204,51944,63,Salary,16785,600,0,0.58,618,0,63204.0,77.365
81525,569749,57,Business,28614,7056,0,0.96,839,1,81525.0,7.498724489795919
43087,410607,67,Salary,6448,5122,0,0.46,792,1,43087.0,7.153260445138618
66661,558415,23,Business,16279,16269,0,0.68,388,1,66661.0,3.0968098838281395
59483,186383,30,Remittance,16479,2499,1,5.62,705,1,59483.0,17.208483393357344
66278,66715,67,Salary,23340,839,0,0.82,349,1,66278.0,51.17759237187128
43333,408775,20,Salary,18930,5554,0,0.59,352,1,43333.0,4.393770255671588
28209,265224,46,Salary,11110,8261,0,1.21,737,1,28209.0,2.06984626558528
18540,103044,41,Agriculture,5747,1144,1,2.06,520,1,12978.0,6.320804195804196
37652,248579,71,Business,11143,12485,0,1.39,849,1,37652.0,2.123267921505807
50826,248778,66,Salary,15409,3280,0,2.89,302,1,50826.0,10.797865853658537
54136,242950,69,Business,15251,4110,1,1.83,576,1,54136.0,9.461070559610706
98745,161424,34,Salary,10068,4136,0,0.43,469,1,98745.0,21.440280464216634
82120,116541,51,Salary,27787,1175,0,0.57,842,1,82120.0,46.24085106382979
40758,110493,57,Salary,14063,3565,0,0.16,668,1,40758.0,7.488078541374474
66954,565633,73,Other,18052,5016,0,2.03,725,1,66954.0,9.74920255183413
51858,97773,18,Salary,20849,909,1,0.08,459,1,51858.0,34.11331133113311
54313,144127,73,Salary,17858,2829,0,2.26,792,1,54313.0,12.886178861788618
63707,363884,38,Salary,13645,8094,0,0.62,763,1,63707.0,6.185075364467507
72383,184124,25,Business,6318,6858,0,1.47,732,1,72383.0,9.633275007290756
53215,109115,53,Salary,5422,983,0,0.24,563,1,53215.0,48.61953204476094
81277,475593,62,Salary,17082,5962,0,0.33,807,1,81277.0,10.767359946326737
37161,148528,25,Salary,9327,9624,1,3.76,668,1,37161.0,2.89214463840399
60127,387730,20,Business,8523,5771,0,1.79,336,1,60127.0,8.94195113498527
111953,1026156,69,Salary,16799,48253,1,0.27,787,1,111953.0,1.9719810167243488
64462,124698,71,Remittance,10648,1686,0,0.26,311,1,64462.0,31.918149466192173
88664,813724,26,Salary,32698,12151,0,2.08,676,1,88664.0,4.605876059583573
61830,561024,69,Salary,22591,26783,0,0.53,437,1,61830.0,1.465071127207557
71616,599879,69,Other,15876,5992,0,5.86,794,1,71616.0,9.302403204272363
58864,382452,74,Agriculture,8463,9483,0,0.77,702,1,41204.799999999996,3.452683749868185
56592,361702,30,Salary,6850,5132,0,4.68,745,1,56592.0,9.692517537022603
44410,291886,50,Agriculture,4984,3603,0,0.5,685,1,31086.999999999996,7.244796003330557
68606,484338,74,Business,15421,4178,0,2.59,612,1,68606.0,12.72977501196745
42969,28213,69,Salary,4162,432,0,0.28,775,0,42969.0,89.83101851851852
73312,703933,52,Agriculture,14915,6338,0,1.75,463,1,51318.399999999994,5.743673082991479
81706,495403,29,Agriculture,35605,9844,0,3.76,591,1,57194.2,2.1931328728159283
67331,533526,22,Salary,18030,5100,0,0.92,464,1,67331.0,9.666862745098038
54275,221669,32,Business,20862,5916,0,0.43,362,1,54275.0,5.64790398918188
69079,42675,21,Salary,8830,483,0,0.91,782,0,69079.0,124.73913043478261
53827,287570,29,Salary,9645,13332,1,0.4,573,1,53827.0,3.313981398139814
78711,418609,22,Other,33863,3533,1,2.14,329,1,78711.0,12.694027738465893
23372,108712,61,Business,5187,945,0,0.11,754,1,23372.0,19.243386243386244
53288,198621,51,Business,17047,3324,0,0.24,818,1,53288.0,10.902827918170878
20184,57996,47,Business,8905,846,1,0.23,664,1,20184.0,13.332151300236406
30099,165896,64,Business,8542,2167,0,0.9,480,1,30099.0,9.947854176280572
87277,354793,41,Salary,16843,8507,0,0.17,773,1,87277.0,8.279534500999176
77904,756787,40,Other,21565,8920,0,0.17,707,1,77904.0,6.316031390134529
45610,97734,29,Business,4571,1118,0,1.87,456,1,45610.0,36.70751341681574
29950,105928,43,Business,3641,1542,0,0.15,481,1,29950.0,17.061608300907913
5000,16463,27,Salary,413,589,0,1.47,844,1,5000.0,7.787775891341257
49130,278146,51,Salary,20004,2500,0,0.32,825,1,49130.0,11.6504
108408,568401,74,Salary,35598,23271,1,0.04,672,1,108408.0,3.128786902152894
68698,454474,48,Salary,13079,5684,0,0.44,320,1,68698.0,9.785186488388458
48809,464907,35,Salary,7899,20097,0,1.38,426,1,48809.0,2.035627208041001
69302,222432,57,Business,23059,8007,0,0.54,494,1,69302.0,5.775321593605595
28781,203808,64,Remittance,12095,14334,0,0.15,595,1,28781.0,1.1640853913771452
54054,39885,44,Salary,10307,778,0,0.96,777,1,54054.0,56.23007712082262
61990,185517,32,Salary,12335,2288,1,1.8,767,1,61990.0,21.70236013986014
58278,285873,58,Business,23082,4184,0,0.83,451,1,58278.0,8.41204588910134
75816,60232,28,Salary,31126,710,0,5.78,359,0,75816.0,62.943661971830984
66893,425965,74,Remittance,27974,5017,1,1.27,451,1,66893.0,7.757424755830177
73367,509457,36,Salary,13827,18772,0,0.98,429,1,73367.0,3.1717451523545708
46233,351091,37,Salary,5757,19299,0,0.51,795,1,46233.0,2.0973107414891965
77956,421544,59,Salary,18928,5300,0,0.78,307,1,77956.0,11.137358490566038
92579,577459,18,Remittance,17538,6995,0,0.68,757,1,92579.0,10.727805575411008
40597,173050,29,Salary,16524,2399,0,2.48,661,1,40597.0,10.03459774906211
42246,37679,25,Business,3952,978,0,0.33,358,1,42246.0,39.15541922290389
86716,125699,40,Salary,27275,1263,0,3.12,677,1,86716.0,47.06334125098971
56173,377621,49,Salary,23328,18718,0,1.13,619,1,56173.0,1.7547280692381664
88076,877041,28,Remittance,38874,10923,0,1.74,302,1,88076.0,4.504440172113888
51149,33254,37,Salary,16396,1330,1,2.34,423,1,51149.0,26.130075187969926
89101,516522,62,Salary,38445,6247,1,1.74,491,1,89101.0,8.108852249079558
62630,478154,71,Business,6764,8372,0,0.75,418,1,62630.0,6.672957477305303
65165,544412,18,Remittance,13876,6079,1,0.01,618,1,65165.0,8.437078466853102
91294,518499,53,Salary,7598,29399,1,5.8,639,1,91294.0,2.8468995544066127
52765,337126,19,Salary,23377,4686,0,0.3,393,1,52765.0,6.271446862996159
41178,293142,47,Other,17048,10603,0,0.2,368,1,41178.0,2.275771008205225
51029,441920,68,Business,4612,5157,0,1.57,661,1,51029.0,9.000775644754702
69047,114739,63,Remittance,5987,4598,0,1.47,558,1,69047.0,13.714658547194432
28685,266734,31,Agriculture,6190,13372,0,0.24,446,1,20079.5,1.0387002692192642
72749,54356,32,Business,12779,611,0,4.51,440,0,72749.0,98.1505728314239
49225,415651,62,Salary,19363,22037,0,1.9,321,1,49225.0,1.3550846303943367
82956,101956,64,Salary,11562,2813,0,2.47,770,1,82956.0,25.380021329541414
12115,28458,34,Agriculture,4513,282,0,0.24,763,1,8480.5,14.069148936170214
44269,23772,18,Agriculture,12623,239,1,0.15,605,0,30988.3,76.84225941422594
26271,124260,43,Other,5770,1192,1,1.47,492,1,26271.0,17.198825503355703
43475,159832,53,Business,5822,3385,0,0.28,418,1,43475.0,11.123485967503692
64953,134903,43,Salary,29173,1954,0,0.46,469,1,64953.0,18.311156601842374
56415,269966,71,Salary,17413,2826,0,3.17,810,1,56415.0,13.801132342533617
54932,237445,64,Business,13325,8862,0,0.04,348,1,54932.0,4.694989844278944
56816,442755,62,Salary,12347,4907,0,2.52,753,1,56816.0,9.062359894028939
64068,575634,19,Agriculture,26596,25551,0,0.57,467,1,44847.6,0.7143203788501428
39829,266830,66,Business,15288,2412,1,0.92,446,1,39829.0,10.174543946932006
74137,124691,61,Salary,28182,1543,0,2.41,746,1,74137.0,29.78289047310434
73253,242190,40,Business,22561,3710,0,2.04,829,1,73253.0,13.663611859838275
67701,621260,51,Business,27659,9654,0,5.42,846,1,67701.0,4.1477107934534905
71131,95527,64,Remittance,13567,3024,0,5.72,447,1,71131.0,19.035714285714285
65928,287784,69,Salary,22440,5830,0,0.78,625,1,65928.0,7.45934819897084
100701,952006,49,Business,23126,10516,0,0.41,461,1,100701.0,7.376854317230887
58258,555275,20,Salary,17594,7885,0,0.38,406,1,58258.0,5.1571337983513
53858,237322,53,Business,24199,3431,1,1.78,512,1,53858.0,8.644418536869717
44929,307327,56,Salary,19961,9289,0,0.69,334,1,44929.0,2.6879104316934006
39355,190442,21,Remittance,10613,2200,0,0.81,390,1,39355.0,13.064545454545454
35111,268876,64,Remittance,10264,4948,1,1.65,628,1,35111.0,5.02162489894907
42224,33780,29,Business,17397,1064,0,1.82,678,0,42224.0,23.333646616541355
58586,109526,68,Business,26052,961,0,0.87,449,1,58586.0,33.85431841831426
66686,422448,49,Salary,24546,6330,0,1.88,607,1,66686.0,6.657187993680885
61023,165326,36,Business,6354,2395,0,1.09,721,1,61023.0,22.826304801670148
44689,305114,21,Salary,8910,2586,0,0.41,792,1,44689.0,13.835653518948183
78004,299272,19,Agriculture,32116,5803,0,0.54,613,1,54602.799999999996,3.8750301568154395
74788,667343,60,Salary,27245,5862,0,1.99,432,1,74788.0,8.110371886728078
56807,470530,39,Agriculture,20145,5405,0,0.15,692,1,39764.899999999994,3.6299537465309886
46942,243252,65,Salary,15356,3026,0,2.24,393,1,46942.0,10.438202247191011
70969,556575,31,Business,16582,14915,0,0.53,376,1,70969.0,3.6464632919879314
63759,196111,70,Business,14614,11149,1,0.15,497,1,63759.0,4.4080186563817385
31037,161252,71,Salary,11772,2720,0,4.6,481,1,31037.0,7.082720588235294
58640,139333,23,Salary,11065,10637,0,1.47,380,1,58640.0,4.472595656670114
65241,566189,54,Agriculture,21751,28787,0,0.01,328,1,45668.7,0.830850731232848
42006,349454,71,Business,14647,4580,0,0.19,821,1,42006.0,5.973580786026201
63797,578666,36,Salary,25039,6412,0,1.14,673,1,63797.0,6.0446038677479725
30904,273069,21,Salary,6130,9060,0,0.07,695,1,30904.0,2.7344370860927154
86724,833952,67,Salary,30744,9153,0,0.5,336,1,86724.0,6.116027531956735
84959,226772,45,Business,10144,1979,0,0.82,738,1,84959.0,37.8044466902476
54950,513911,19,Business,7203,5570,0,2.56,500,1,54950.0,8.572172351885099
67269,398671,65,Salary,15769,4121,1,0.54,712,1,67269.0,12.496966755641834
11802,53271,56,Business,1185,608,0,1.18,570,1,11802.0,17.46217105263158
36873,214732,22,Agriculture,15879,5920,0,1.63,433,1,25811.1,1.6777195945945944
54124,203221,32,Agriculture,22391,3987,1,0.24,444,1,37886.799999999996,3.886581389515926
38557,124973,19,Salary,3783,1091,0,1.2,377,1,38557.0,31.873510540788267
74288,207448,72,Salary,28985,2487,0,0.97,757,1,74288.0,18.215922798552473
99946,128237,19,Salary,26814,1319,0,1.05,536,1,99946.0,55.44503411675512
36468,190267,63,Salary,12389,1632,0,0.24,729,1,36468.0,14.754289215686274
43251,386393,47,Salary,17654,10444,0,1.05,756,1,43251.0,2.4508808885484488
64709,419731,51,Salary,18991,8980,0,0.2,392,1,64709.0,5.09109131403118
92222,502542,64,Salary,11347,6156,0,0.91,482,1,92222.0,13.137589343729694
35553,162535,69,Business,2878,11109,0,4.95,368,1,35553.0,2.9413088486812495
64981,319175,25,Salary,17146,4331,0,0.35,305,1,64981.0,11.044793350265527
96426,239921,19,Agriculture,41580,2415,0,2.36,843,1,67498.2,10.732173913043477
26965,224292,25,Salary,7870,2878,1,0.41,663,1,26965.0,6.6348158443363445
34379,81981,56,Business,7494,1867,1,1.44,548,1,34379.0,14.400107123727906
51528,376562,50,Salary,4712,4175,0,0.92,410,1,51528.0,11.213413173652695
49588,382812,22,Agriculture,20755,13784,0,3.3,625,1,34711.6,1.0125217643644804
76252,454558,31,Agriculture,15330,4184,0,0.49,599,1,53376.399999999994,9.093307839388144
64833,563905,48,Salary,22093,24626,0,4.43,422,1,64833.0,1.7355640380086088
24501,79995,59,Business,8254,760,0,0.45,308,1,24501.0,21.37763157894737
70308,624009,37,Salary,12229,9489,0,2.24,558,1,70308.0,6.12066603435557
48449,359947,72,Business,5019,6175,0,1.31,580,1,48449.0,7.033198380566802
85489,691446,74,Salary,19017,10465,0,0.49,739,1,85489.0,6.351839464882943
47448,323287,61,Salary,9363,9615,0,2.05,516,1,47448.0,3.9609984399375975
47268,403681,43,Salary,16028,6571,1,10.11,353,1,47268.0,4.75422310150662
70823,703587,67,Remittance,27148,6780,0,1.18,785,1,70823.0,6.441740412979351
75259,338029,59,Salary,12215,3432,0,2.4,527,1,75259.0,18.36946386946387
68962,567709,47,Business,18995,19173,0,0.34,697,1,68962.0,2.6061127627392686
26288,199092,43,Salary,2498,2350,0,1.27,323,1,26288.0,10.12340425531915
70761,339813,65,Salary,11270,3251,0,2.81,319,1,70761.0,18.299292525376806
39314,365857,49,Salary,14226,3639,0,6.2,312,1,39314.0,6.894201703764771
64706,274809,28,Remittance,24171,4741,0,0.35,735,1,64706.0,8.549883990719257
31525,185112,74,Agriculture,11578,10766,0,1.84,432,1,22067.5,0.9743172951885566
68926,103834,21,Salary,9145,922,0,0.39,735,0,68926.0,64.83839479392624
43868,116025,57,Agriculture,12453,2119,1,0.03,820,1,30707.6,8.614723926380368
34347,291490,55,Salary,8120,5717,0,0.62,665,1,34347.0,4.587545915690047
74276,316954,51,Salary,33190,3371,0,3.39,843,1,74276.0,12.1880747552655
64833,275138,20,Business,20877,6792,0,0.42,812,1,64833.0,6.471731448763251
47720,135373,46,Salary,20330,1325,0,0.34,698,1,47720.0,20.671698113207547
89024,460281,68,Salary,11910,22771,0,1.18,742,1,89024.0,3.3865003732818058
51187,417443,31,Business,12634,4538,0,1.0,632,1,51187.0,8.49559277214632
60642,546024,57,Salary,22164,4695,0,0.52,420,1,60642.0,8.19552715654952
65378,76236,66,Remittance,14129,638,1,0.02,356,1,65378.0,80.32758620689656
47607,283776,72,Business,14950,2539,0,0.59,510,1,47607.0,12.862150452934227
69423,342887,47,Agriculture,18698,3233,0,1.02,561,1,48596.1,9.247788431797092
49331,312545,35,Business,22052,7421,0,0.74,492,1,49331.0,3.6759196873736695
51767,245848,57,Remittance,7472,2112,0,0.16,356,1,51767.0,20.973011363636363
87253,374065,45,Salary,37177,3334,0,0.17,578,1,87253.0,15.019796040791842
39188,195269,53,Business,8958,2801,0,0.11,574,1,39188.0,10.792574080685469
11744,70804,60,Business,2973,1277,0,0.21,825,1,11744.0,6.868441660140955
92219,485011,58,Remittance,25414,20378,0,0.57,825,1,92219.0,3.2782903130827363
110987,553312,31,Salary,19776,7301,0,0.17,639,1,110987.0,12.492946171757293
51895,429142,61,Business,22655,4896,1,2.31,768,1,51895.0,5.972222222222222
21263,161251,48,Agriculture,8872,2899,0,0.35,472,1,14884.099999999999,2.073853052776819
53790,201341,71,Salary,23666,3605,0,0.18,834,1,53790.0,8.356171983356449
54276,439933,55,Remittance,24362,5952,0,2.25,818,1,54276.0,5.025873655913978
56202,483881,68,Salary,18424,32257,0,0.47,369,1,56202.0,1.1711566481693896
37732,73886,73,Salary,9324,640,1,0.58,685,1,37732.0,44.3875
71591,432086,74,Business,28262,9977,1,0.22,552,1,71591.0,4.342888643880926
70490,226306,60,Salary,6260,8315,1,0.79,446,1,70490.0,7.724594107035478
30112,226507,52,Salary,11705,17987,1,1.44,527,1,30112.0,1.0233501973647634
73984,204822,24,Salary,19531,1959,0,0.38,799,1,73984.0,27.796324655436447
101054,695083,40,Salary,33256,6606,0,0.17,809,1,101054.0,10.263094156827126
63439,185476,45,Agriculture,13855,8320,0,0.25,489,1,44407.299999999996,3.6721514423076917
53253,285216,62,Remittance,11523,10028,0,5.69,554,1,53253.0,4.161348224970084
57160,543714,51,Business,5244,9006,0,0.47,584,1,57160.0,5.764601376859871
72305,298072,43,Salary,17122,9298,0,3.43,704,1,72305.0,5.934932243493225
25387,223901,26,Business,5867,2448,0,0.34,564,1,25387.0,7.973856209150327
63288,625031,58,Remittance,10327,34214,0,6.23,518,1,63288.0,1.5479335944350265
52191,459859,42,Agriculture,8951,6443,0,0.73,808,1,36533.7,4.28103367996275
96957,201256,20,Salary,28712,3773,1,1.28,505,1,96957.0,18.087728597932678
56517,468342,34,Salary,11166,7528,0,0.12,446,1,56517.0,6.024309245483528
93358,75192,68,Remittance,36148,1299,0,0.82,480,0,93358.0,44.04157043879908
37925,160664,24,Remittance,4597,5629,1,0.91,483,1,37925.0,5.920767454254753
71745,629345,41,Salary,21074,17584,1,5.79,605,1,71745.0,2.8816537761601455
66388,467580,47,Agriculture,9242,24610,0,2.99,663,1,46471.6,1.5127834213734255
42619,237006,22,Salary,11739,9693,0,1.1,374,1,42619.0,3.185804188589704
63548,265930,27,Salary,18076,2261,0,2.91,788,1,63548.0,20.111455108359134
84250,692267,71,Agriculture,26762,16398,0,0.07,439,1,58974.99999999999,1.9644468837663125
53524,387557,51,Business,12747,8582,0,5.33,363,1,53524.0,4.751456536937777
26161,129493,29,Salary,7024,5033,0,1.33,668,1,26161.0,3.8023047883965826
59649,535565,27,Remittance,8766,5724,0,3.05,415,1,59649.0,8.889412997903564
41952,112620,42,Agriculture,10543,1007,0,1.11,713,1,29366.399999999998,18.692552135054616
53153,112616,59,Salary,11588,1157,0,4.25,822,1,53153.0,35.92480553154711
58368,385616,59,Business,19055,4934,0,2.25,681,1,58368.0,7.9677746250506685
25887,251983,29,Agriculture,6236,2524,0,4.02,728,1,18120.899999999998,4.708755942947701
27687,78879,59,Business,10199,1417,0,2.04,572,1,27687.0,12.341566690190543
69641,200000,69,Other,16548,1908,0,1.38,490,1,69641.0,27.82651991614256
49546,90433,30,Business,8286,921,0,2.03,637,1,49546.0,44.79913137893594
8705,75519,19,Salary,1578,6197,1,2.19,497,1,8705.0,1.15007261578183
