Monthly_Income,Loan_Amount,Age,Primary_Income_Source,Essential_Expenses,Monthly_Installment,Remittance_Status,Land_Area,CIB_Score,Risk
53827,287570,29,Salary,9645,13332,1,0.4,573,1
78711,418609,22,Other,33863,3533,1,2.14,329,1
23372,108712,61,Business,5187,945,0,0.11,754,1
53288,198621,51,Business,17047,3324,0,0.24,818,1
20184,57996,47,Business,8905,846,1,0.23,664,1
30099,165896,64,Business,8542,2167,0,0.9,480,1
87277,354793,41,Salary,16843,8507,0,0.17,773,1
77904,756787,40,Other,21565,8920,0,0.17,707,1
45610,97734,29,Business,4571,1118,0,1.87,456,1
29950,105928,43,Business,3641,1542,0,0.15,481,1
5000,16463,27,Salary,413,589,0,1.47,844,1
49130,278146,51,Salary,20004,2500,0,0.32,825,1
108408,568401,74,Salary,35598,23271,1,0.04,672,1
68698,454474,48,Salary,13079,5684,0,0.44,320,1
48809,464907,35,Salary,7899,20097,0,1.38,426,1
69302,222432,57,Business,23059,8007,0,0.54,494,1
28781,203808,64,Remittance,12095,14334,0,0.15,595,1
54054,39885,44,Salary,10307,778,0,0.96,777,1
61990,185517,32,Salary,12335,2288,1,1.8,767,1
58278,285873,58,Business,23082,4184,0,0.83,451,1
75816,60232,28,Salary,31126,710,0,5.78,359,0
66893,425965,74,Remittance,27974,5017,1,1.27,451,1
73367,509457,36,Salary,13827,18772,0,0.98,429,1
46233,351091,37,Salary,5757,19299,0,0.51,795,1
77956,421544,59,Salary,18928,5300,0,0.78,307,1
92579,577459,18,Remittance,17538,6995,0,0.68,757,1
40597,173050,29,Salary,16524,2399,0,2.48,661,1
42246,37679,25,Business,3952,978,0,0.33,358,1
86716,125699,40,Salary,27275,1263,0,3.12,677,1
56173,377621,49,Salary,23328,18718,0,1.13,619,1
88076,877041,28,Remittance,38874,10923,0,1.74,302,1
51149,33254,37,Salary,16396,1330,1,2.34,423,1
89101,516522,62,Salary,38445,6247,1,1.74,491,1
62630,478154,71,Business,6764,8372,0,0.75,418,1
65165,544412,18,Remittance,13876,6079,1,0.01,618,1
91294,518499,53,Salary,7598,29399,1,5.8,639,1
52765,337126,19,Salary,23377,4686,0,0.3,393,1
41178,293142,47,Other,17048,10603,0,0.2,368,1
51029,441920,68,Business,4612,5157,0,1.57,661,1
69047,114739,63,Remittance,5987,4598,0,1.47,558,1
28685,266734,31,Agriculture,6190,13372,0,0.24,446,1
72749,54356,32,Business,12779,611,0,4.51,440,0
49225,415651,62,Salary,19363,22037,0,1.9,321,1
82956,101956,64,Salary,11562,2813,0,2.47,770,1
12115,28458,34,Agriculture,4513,282,0,0.24,763,1
44269,23772,18,Agriculture,12623,239,1,0.15,605,0
26271,124260,43,Other,5770,1192,1,1.47,492,1
43475,159832,53,Business,5822,3385,0,0.28,418,1
64953,134903,43,Salary,29173,1954,0,0.46,469,1
56415,269966,71,Salary,17413,2826,0,3.17,810,1
54932,237445,64,Business,13325,8862,0,0.04,348,1
56816,442755,62,Salary,12347,4907,0,2.52,753,1
64068,575634,19,Agriculture,26596,25551,0,0.57,467,1
39829,266830,66,Business,15288,2412,1,0.92,446,1
74137,124691,61,Salary,28182,1543,0,2.41,746,1
73253,242190,40,Business,22561,3710,0,2.04,829,1
67701,621260,51,Business,27659,9654,0,5.42,846,1
71131,95527,64,Remittance,13567,3024,0,5.72,447,1
65928,287784,69,Salary,22440,5830,0,0.78,625,1
100701,952006,49,Business,23126,10516,0,0.41,461,1
58258,555275,20,Salary,17594,7885,0,0.38,406,1
53858,237322,53,Business,24199,3431,1,1.78,512,1
44929,307327,56,Salary,19961,9289,0,0.69,334,1
39355,190442,21,Remittance,10613,2200,0,0.81,390,1
35111,268876,64,Remittance,10264,4948,1,1.65,628,1
42224,33780,29,Business,17397,1064,0,1.82,678,0
58586,109526,68,Business,26052,961,0,0.87,449,1
66686,422448,49,Salary,24546,6330,0,1.88,607,1
61023,165326,36,Business,6354,2395,0,1.09,721,1
44689,305114,21,Salary,8910,2586,0,0.41,792,1
78004,299272,19,Agriculture,32116,5803,0,0.54,613,1
74788,667343,60,Salary,27245,5862,0,1.99,432,1
56807,470530,39,Agriculture,20145,5405,0,0.15,692,1
46942,243252,65,Salary,15356,3026,0,2.24,393,1
70969,556575,31,Business,16582,14915,0,0.53,376,1
63759,196111,70,Business,14614,11149,1,0.15,497,1
31037,161252,71,Salary,11772,2720,0,4.6,481,1
58640,139333,23,Salary,11065,10637,0,1.47,380,1
65241,566189,54,Agriculture,21751,28787,0,0.01,328,1
42006,349454,71,Business,14647,4580,0,0.19,821,1
63797,578666,36,Salary,25039,6412,0,1.14,673,1
30904,273069,21,Salary,6130,9060,0,0.07,695,1
86724,833952,67,Salary,30744,9153,0,0.5,336,1
84959,226772,45,Business,10144,1979,0,0.82,738,1
54950,513911,19,Business,7203,5570,0,2.56,500,1
67269,398671,65,Salary,15769,4121,1,0.54,712,1
11802,53271,56,Business,1185,608,0,1.18,570,1
36873,214732,22,Agriculture,15879,5920,0,1.63,433,1
54124,203221,32,Agriculture,22391,3987,1,0.24,444,1
38557,124973,19,Salary,3783,1091,0,1.2,377,1
74288,207448,72,Salary,28985,2487,0,0.97,757,1
99946,128237,19,Salary,26814,1319,0,1.05,536,1
36468,190267,63,Salary,12389,1632,0,0.24,729,1
43251,386393,47,Salary,17654,10444,0,1.05,756,1
64709,419731,51,Salary,18991,8980,0,0.2,392,1
92222,502542,64,Salary,11347,6156,0,0.91,482,1
35553,162535,69,Business,2878,11109,0,4.95,368,1
64981,319175,25,Salary,17146,4331,0,0.35,305,1
96426,239921,19,Agriculture,41580,2415,0,2.36,843,1
26965,224292,25,Salary,7870,2878,1,0.41,663,1
34379,81981,56,Business,7494,1867,1,1.44,548,1
51528,376562,50,Salary,4712,4175,0,0.92,410,1
49588,382812,22,Agriculture,20755,13784,0,3.3,625,1
76252,454558,31,Agriculture,15330,4184,0,0.49,599,1
64833,563905,48,Salary,22093,24626,0,4.43,422,1
24501,79995,59,Business,8254,760,0,0.45,308,1
70308,624009,37,Salary,12229,9489,0,2.24,558,1
48449,359947,72,Business,5019,6175,0,1.31,580,1
85489,691446,74,Salary,19017,10465,0,0.49,739,1
47448,323287,61,Salary,9363,9615,0,2.05,516,1
47268,403681,43,Salary,16028,6571,1,10.11,353,1
70823,703587,67,Remittance,27148,6780,0,1.18,785,1
75259,338029,59,Salary,12215,3432,0,2.4,527,1
68962,567709,47,Business,18995,19173,0,0.34,697,1
26288,199092,43,Salary,2498,2350,0,1.27,323,1
70761,339813,65,Salary,11270,3251,0,2.81,319,1
39314,365857,49,Salary,14226,3639,0,6.2,312,1
64706,274809,28,Remittance,24171,4741,0,0.35,735,1
31525,185112,74,Agriculture,11578,10766,0,1.84,432,1
68926,103834,21,Salary,9145,922,0,0.39,735,0
43868,116025,57,Agriculture,12453,2119,1,0.03,820,1
34347,291490,55,Salary,8120,5717,0,0.62,665,1
74276,316954,51,Salary,33190,3371,0,3.39,843,1
64833,275138,20,Business,20877,6792,0,0.42,812,1
47720,135373,46,Salary,20330,1325,0,0.34,698,1
89024,460281,68,Salary,11910,22771,0,1.18,742,1
51187,417443,31,Business,12634,4538,0,1.0,632,1
60642,546024,57,Salary,22164,4695,0,0.52,420,1
65378,76236,66,Remittance,14129,638,1,0.02,356,1
47607,283776,72,Business,14950,2539,0,0.59,510,1
69423,342887,47,Agriculture,18698,3233,0,1.02,561,1
49331,312545,35,Business,22052,7421,0,0.74,492,1
51767,245848,57,Remittance,7472,2112,0,0.16,356,1
87253,374065,45,Salary,37177,3334,0,0.17,578,1
39188,195269,53,Business,8958,2801,0,0.11,574,1
11744,70804,60,Business,2973,1277,0,0.21,825,1
92219,485011,58,Remittance,25414,20378,0,0.57,825,1
110987,553312,31,Salary,19776,7301,0,0.17,639,1
51895,429142,61,Business,22655,4896,1,2.31,768,1
21263,161251,48,Agriculture,8872,2899,0,0.35,472,1
53790,201341,71,Salary,23666,3605,0,0.18,834,1
54276,439933,55,Remittance,24362,5952,0,2.25,818,1
56202,483881,68,Salary,18424,32257,0,0.47,369,1
37732,73886,73,Salary,9324,640,1,0.58,685,1
71591,432086,74,Business,28262,9977,1,0.22,552,1
70490,226306,60,Salary,6260,8315,1,0.79,446,1
30112,226507,52,Salary,11705,17987,1,1.44,527,1
73984,204822,24,Salary,19531,1959,0,0.38,799,1
101054,695083,40,Salary,33256,6606,0,0.17,809,1
63439,185476,45,Agriculture,13855,8320,0,0.25,489,1
53253,285216,62,Remittance,11523,10028,0,5.69,554,1
57160,543714,51,Business,5244,9006,0,0.47,584,1
72305,298072,43,Salary,17122,9298,0,3.43,704,1
25387,223901,26,Business,5867,2448,0,0.34,564,1
63288,625031,58,Remittance,10327,34214,0,6.23,518,1
52191,459859,42,Agriculture,8951,6443,0,0.73,808,1
96957,201256,20,Salary,28712,3773,1,1.28,505,1
56517,468342,34,Salary,11166,7528,0,0.12,446,1
93358,75192,68,Remittance,36148,1299,0,0.82,480,0
37925,160664,24,Remittance,4597,5629,1,0.91,483,1
71745,629345,41,Salary,21074,17584,1,5.79,605,1
66388,467580,47,Agriculture,9242,24610,0,2.99,663,1
42619,237006,22,Salary,11739,9693,0,1.1,374,1
63548,265930,27,Salary,18076,2261,0,2.91,788,1
84250,692267,71,Agriculture,26762,16398,0,0.07,439,1
53524,387557,51,Business,12747,8582,0,5.33,363,1
26161,129493,29,Salary,7024,5033,0,1.33,668,1
59649,535565,27,Remittance,8766,5724,0,3.05,415,1
41952,112620,42,Agriculture,10543,1007,0,1.11,713,1
53153,112616,59,Salary,11588,1157,0,4.25,822,1
58368,385616,59,Business,19055,4934,0,2.25,681,1
25887,251983,29,Agriculture,6236,2524,0,4.02,728,1
27687,78879,59,Business,10199,1417,0,2.04,572,1
69641,200000,69,Other,16548,1908,0,1.38,490,1
49546,90433,30,Business,8286,921,0,2.03,637,1
8705,75519,19,Salary,1578,6197,1,2.19,497,1
75697,200656,72,Salary,7324,3102,1,2.09,782,1
65447,345573,47,Agriculture,18310,8516,0,3.77,558,1
45723,453265,62,Other,17714,21267,0,3.02,574,1
33663,20714,36,Salary,12273,200,0,3.82,671,0
76716,443926,35,Salary,18564,34524,1,0.57,404,1
66987,359502,30,Agriculture,10220,3957,0,5.09,609,1
107652,879598,30,Salary,43006,7409,0,0.99,715,1
68404,265077,44,Salary,6909,4138,0,0.35,727,1
67754,297999,24,Remittance,15428,5720,0,0.32,423,1
56661,118728,65,Agriculture,22491,1533,0,0.92,329,1
76336,575401,47,Remittance,17212,5818,0,0.32,407,1
72502,576734,70,Business,8962,15198,0,0.7,751,1
85035,152919,46,Salary,15170,3913,0,3.48,446,1
49574,210087,35,Remittance,14972,2708,0,0.28,331,1
51292,460735,47,Salary,6989,4059,0,1.45,629,1
50418,26506,26,Salary,16251,599,1,1.18,785,0
75816,253090,64,Remittance,18357,4803,0,0.12,423,1
89967,519371,59,Business,18328,4354,1,0.65,323,1
50823,186718,26,Remittance,8596,6017,0,1.8,377,1
51505,158864,51,Salary,19810,7821,1,2.47,370,1
66282,322817,48,Other,15031,4265,1,1.17,412,1
55085,122535,29,Business,19458,8381,1,1.28,399,1
79041,437211,24,Business,19202,13886,1,3.36,650,1
14964,107944,61,Remittance,1706,1363,0,2.87,422,1
43466,259288,33,Salary,10562,3115,0,0.34,602,1
44352,61407,47,Agriculture,11879,915,0,0.6,521,1
13593,115838,32,Business,3390,2167,0,1.58,660,1
40727,88064,55,Agriculture,15558,1186,1,1.1,661,1
41697,323807,20,Remittance,17388,3974,0,1.58,626,1
55978,219734,38,Business,20774,2225,0,1.07,791,1
82259,652827,49,Salary,24318,6688,1,1.56,408,1
55099,135521,43,Salary,15446,1617,0,1.12,589,1
39384,89531,52,Other,12544,825,0,0.51,517,1
58861,307357,28,Other,10977,2998,0,3.89,593,1
80983,65830,43,Other,30805,2494,0,0.14,377,1
40481,106883,61,Salary,16072,927,1,0.76,475,1
41789,308324,37,Salary,7475,2847,0,1.31,818,1
71171,601761,26,Agriculture,29468,12897,0,3.15,741,1
55569,70432,66,Agriculture,21896,4967,0,1.06,534,1
72950,647777,62,Salary,17294,8388,0,0.03,360,1
59727,482380,56,Business,24866,8128,0,2.95,657,1
74033,648677,63,Salary,9222,6979,1,2.15,465,1
39298,280394,62,Salary,3551,4084,0,1.03,481,1
59758,412596,60,Salary,12472,20364,0,1.13,353,1
55786,306175,47,Salary,16134,7968,0,0.65,459,1
35682,239122,19,Salary,7494,2228,0,3.9,418,1
28730,265222,52,Remittance,12313,16504,0,0.21,318,1
73715,107252,33,Agriculture,12844,1171,0,1.7,623,1
52981,185421,62,Remittance,9751,4260,0,1.16,834,1
39554,47003,44,Salary,12455,772,1,1.45,369,1
58076,550308,69,Salary,4729,7935,0,1.62,328,1
82560,390511,51,Salary,28830,10011,0,2.86,355,1
14385,99483,49,Business,3160,1207,0,0.1,600,1
30067,255288,70,Salary,13283,2938,0,2.84,755,1
41542,411868,45,Agriculture,13951,19440,0,0.73,470,1
89224,181743,39,Agriculture,8862,3469,0,2.77,365,1
65652,531477,39,Remittance,7502,5752,0,0.71,352,1
75346,672879,67,Salary,8486,7482,0,1.81,635,1
37197,35870,61,Business,16087,507,0,0.37,496,0
37609,288230,27,Salary,12528,3003,0,4.12,493,1
68956,266852,46,Salary,16426,11295,0,1.92,431,1
61165,407461,39,Agriculture,9430,16452,0,0.02,793,1
70975,382091,54,Business,28620,4603,0,0.11,506,1
56247,166916,20,Agriculture,8694,1921,0,0.45,689,1
65563,117004,58,Salary,22388,1170,1,1.29,709,1
63162,101754,60,Other,22892,3225,0,0.66,332,1
75555,111940,30,Other,14282,1651,0,0.25,436,1
76140,499403,26,Salary,20316,5990,0,1.53,793,1
27603,105951,53,Remittance,4486,2930,0,1.28,786,1
15055,38511,32,Salary,3315,568,0,2.81,528,1
80035,566080,71,Agriculture,34983,6993,0,0.55,386,1
83755,588385,62,Remittance,28180,16734,0,1.39,464,1
39588,222568,72,Agriculture,15568,4234,0,3.64,823,1
22803,213940,48,Agriculture,6385,6050,0,3.46,670,1
61981,257930,71,Salary,10440,2355,0,0.18,341,1
78617,663582,18,Agriculture,27026,17661,0,2.61,695,1
95952,116469,34,Business,25447,4649,0,0.29,380,1
70326,529442,18,Salary,10228,33516,0,0.27,467,1
52566,519891,56,Salary,12227,30845,0,0.01,565,1
42137,359963,47,Agriculture,13269,11011,0,3.84,493,1
60229,361784,34,Business,21205,4657,0,0.56,684,1
54015,348628,35,Business,9182,25070,0,0.97,386,1
39699,153089,54,Remittance,16043,3563,0,1.68,783,1
100975,702292,28,Business,22258,38414,0,0.02,626,1
95703,748278,47,Salary,17257,13459,0,1.14,468,1
82721,825818,52,Salary,12590,47884,0,0.35,827,1
41583,215333,31,Business,15699,2774,0,0.85,563,1
77100,83452,31,Agriculture,16271,966,0,1.02,529,1
72793,448452,38,Business,18843,4929,0,0.15,311,1
68851,112277,51,Business,11184,3099,0,2.92,848,1
84993,240128,32,Agriculture,28375,2270,0,4.69,766,1
72707,263447,39,Agriculture,26828,3044,0,0.34,397,1
74800,556870,48,Agriculture,15378,30735,0,2.11,822,1
72738,163382,28,Salary,31254,2741,0,0.77,738,1
66816,138620,50,Agriculture,6102,1460,1,0.24,531,1
24328,22556,25,Business,3143,495,1,2.37,811,0
61672,542453,26,Salary,18369,10195,0,1.82,608,1
48876,346448,31,Business,16594,4331,1,5.39,679,1
34403,30257,34,Agriculture,5943,1682,1,0.18,400,1
93636,71985,19,Business,26687,618,0,0.55,360,1
94580,549264,72,Agriculture,18708,17808,0,1.74,590,1
87184,277601,35,Salary,24849,18655,0,0.62,479,1
65104,401620,63,Salary,21091,31938,0,1.97,840,1
87013,402761,69,Salary,38280,7303,0,0.42,347,1
60241,558523,63,Salary,14976,5196,0,0.45,720,1
64056,207169,65,Business,20488,2061,0,1.92,631,1
38131,265082,23,Agriculture,11206,2399,0,0.53,784,1
67940,68858,39,Agriculture,13418,989,0,1.07,849,0
61208,586414,60,Salary,10628,9698,0,0.29,779,1
33947,333264,50,Salary,15124,6209,0,0.56,506,1
58976,443571,18,Salary,9232,26072,0,0.32,683,1
58405,287324,50,Business,21750,2607,0,1.76,389,1
95951,248507,63,Salary,12880,3789,0,2.69,567,1
77884,640121,65,Business,29410,10469,0,0.44,448,1
60229,451438,39,Agriculture,8957,6674,0,0.48,437,1
64976,169494,31,Business,28450,1734,0,1.99,614,1
60884,291424,35,Salary,20324,8041,0,2.78,369,1
55942,273925,34,Salary,6341,3089,0,1.1,613,1
38351,320265,37,Business,12904,3608,0,0.58,520,1
56979,398655,35,Business,17284,3842,0,0.67,426,1
45078,297970,44,Salary,9236,23031,1,3.89,609,1
34994,233528,20,Remittance,6175,7681,0,0.39,713,1
70224,215550,33,Business,24293,3428,1,0.37,636,1
67825,273420,35,Salary,24031,2633,0,2.66,348,1
24266,22659,26,Salary,4879,195,0,0.72,609,1
57546,458983,68,Salary,23260,6020,1,4.33,643,1
79914,368682,56,Salary,14342,10561,1,4.85,676,1
81184,378582,69,Salary,8593,11855,0,0.35,534,1
80517,227934,50,Business,24312,2812,0,2.1,352,1
60778,151310,24,Salary,7270,4362,0,0.2,370,1
43099,262228,69,Remittance,7860,3656,0,1.74,482,1
38326,103835,44,Remittance,10258,1016,0,2.91,649,1
66892,74249,57,Salary,12439,1372,0,1.02,707,0
67586,526584,39,Salary,10783,9959,0,0.42,670,1
85747,349544,46,Agriculture,29169,21980,0,0.24,472,1
82000,337204,45,Other,23156,8550,0,0.9,542,1
57355,263691,34,Remittance,22409,3017,0,0.32,325,1
35116,289459,49,Salary,10361,5684,0,1.32,739,1
53618,190234,59,Salary,13880,6538,1,0.97,494,1
64345,495543,19,Salary,11367,21156,0,2.35,580,1
55958,527442,25,Agriculture,20876,23688,0,1.89,547,1
48442,328352,66,Business,7404,3947,0,1.42,457,1
65058,299330,50,Business,11035,3830,0,0.64,392,1
49921,379599,73,Business,19538,5582,0,3.93,825,1
47439,230080,52,Salary,16805,3484,0,2.85,365,1
66229,293862,55,Business,20317,10297,1,3.07,820,1
51960,285270,69,Salary,4905,4318,1,0.22,362,1
64882,228278,55,Business,8246,12357,1,0.04,352,1
65464,97566,36,Agriculture,17347,871,1,2.02,797,1
37211,165258,48,Business,13253,9047,0,0.63,821,1
50375,84461,31,Salary,12680,1463,0,0.65,793,1
88756,390455,37,Agriculture,7668,32372,0,0.19,727,1
36758,212861,56,Agriculture,5447,2197,0,1.86,571,1
17667,165041,26,Salary,5262,5511,0,3.47,358,1
22763,19215,56,Salary,7668,172,0,7.18,625,1
60582,387958,51,Business,5596,23162,0,6.29,586,1
60618,293905,35,Salary,5821,2920,0,3.36,705,1
57648,39920,20,Salary,10186,481,0,0.34,319,1
84284,241955,58,Salary,9347,6209,0,0.52,342,1
6543,10636,64,Salary,1835,314,0,0.13,624,1
67919,173842,59,Salary,8542,3434,0,1.02,771,1
91229,283578,41,Business,29179,2795,0,2.68,814,1
37444,161474,55,Salary,13763,1537,0,0.07,613,1
52404,289578,41,Agriculture,23010,9362,0,6.62,502,1
44942,22894,38,Salary,19366,456,0,0.23,560,0
42113,85816,36,Salary,7629,2279,0,0.39,580,1
53475,74270,30,Salary,4860,2942,1,1.71,641,1
88550,506674,73,Agriculture,17877,6193,0,1.12,425,1
96748,350829,55,Other,33101,7108,1,3.27,514,1
53281,304223,27,Salary,5441,8371,0,1.95,598,1
98101,255781,67,Salary,20905,2424,0,0.08,768,1
60712,44331,26,Salary,11552,478,1,3.12,742,0
95074,897782,51,Salary,15322,9394,0,2.18,715,1
58134,88883,27,Agriculture,19839,5475,0,1.53,418,1
62621,106779,38,Salary,20281,963,0,0.07,524,1
67309,127362,55,Other,18721,1719,0,2.08,604,1
123577,1213789,74,Business,51530,18277,0,1.09,833,1
77026,490484,74,Business,9101,37318,0,1.73,495,1
45855,288784,69,Agriculture,6208,2651,0,2.9,806,1
79380,783769,31,Salary,17613,11080,0,2.43,712,1
52763,70711,23,Agriculture,17025,699,0,2.07,649,1
50205,489888,69,Salary,14866,5917,0,1.55,686,1
78172,190593,70,Agriculture,8395,1944,0,0.81,736,1
60622,389143,33,Business,26347,4481,0,2.27,685,1
65572,294470,19,Salary,12647,2642,1,0.92,670,1
60280,250014,54,Agriculture,12829,6878,0,2.16,508,1
66732,623731,22,Salary,20737,18439,0,2.46,535,1
68499,131358,20,Salary,29435,1477,0,0.71,630,1
21261,212018,71,Agriculture,6914,3205,0,1.37,764,1
73331,300781,46,Salary,31772,3921,0,0.96,658,1
40360,268933,24,Remittance,6030,3038,0,1.13,844,1
31154,302042,55,Business,9625,4247,0,0.23,675,1
58832,61609,39,Business,22749,635,1,4.1,524,1
61680,571602,48,Salary,16551,12309,0,1.99,616,1
46130,271900,69,Salary,9872,2595,0,0.09,643,1
76621,551041,31,Other,34047,23320,1,0.9,777,1
33156,63568,54,Salary,4382,790,1,1.34,441,1
51861,288720,65,Business,12034,2670,1,1.23,437,1
48303,333212,42,Salary,19473,8481,0,3.61,411,1
59068,285555,73,Salary,24406,6037,1,3.78,330,1
65577,129341,43,Business,29034,2875,1,3.71,671,1
39842,112320,44,Agriculture,16231,1540,0,4.16,830,1
74486,641826,68,Agriculture,7363,11342,0,1.29,638,1
61260,50691,54,Remittance,25975,2143,1,0.54,333,1
22161,160317,67,Salary,5284,1481,0,0.5,500,1
20828,208159,63,Salary,6688,6103,0,2.6,797,1
59754,34125,58,Salary,13497,490,0,0.42,328,1
55581,112826,31,Agriculture,21180,1480,0,1.11,637,1
57932,399984,40,Salary,16979,24387,0,0.98,542,1
59440,63596,67,Business,23351,2847,0,4.16,806,1
64511,393711,53,Salary,9786,3367,0,0.49,582,1
78953,552513,33,Agriculture,11720,6596,0,1.66,611,1
37778,229969,36,Agriculture,9178,14718,0,0.82,697,1
36561,145120,62,Remittance,2989,1484,0,1.23,752,1
38134,271674,28,Salary,12827,4060,1,1.23,584,1
65778,404258,24,Other,12468,20091,0,1.41,697,1
84899,209917,61,Salary,24298,2455,0,0.96,743,1
51373,300521,34,Salary,5440,4558,0,1.73,589,1
9966,88479,61,Salary,1427,2592,0,0.75,694,1
25920,177161,48,Salary,8047,1659,1,0.14,500,1
43339,215916,74,Business,8369,4967,0,2.54,495,1
48845,173646,47,Salary,7788,4064,1,0.35,301,1
51832,68207,67,Salary,8535,1645,1,0.93,668,1
60772,171618,66,Business,9692,1809,0,0.34,438,1
53765,32596,30,Agriculture,16692,369,0,4.7,748,0
80987,799580,74,Business,11504,7299,0,7.55,824,1
46480,121479,60,Business,9956,3304,0,4.02,782,1
42754,352349,24,Salary,14302,3635,0,1.73,451,1
69578,146262,18,Agriculture,18790,1979,0,0.29,659,1
29287,93549,33,Salary,8815,2063,0,4.88,714,1
67794,303286,18,Salary,11717,19160,0,0.39,578,1
62051,222258,38,Salary,26378,2213,0,2.05,580,1
57051,461219,74,Business,13301,12126,0,0.8,541,1
91766,880778,45,Salary,17085,10978,0,0.14,469,1
47556,419220,19,Business,19717,5881,0,1.21,615,1
101206,198262,46,Salary,32635,15886,1,0.85,846,1
55491,437188,30,Salary,17045,3662,0,0.0,420,1
34460,65663,66,Salary,14063,657,0,1.05,325,1
61398,563457,23,Salary,6242,8731,1,1.81,330,1
38475,208529,61,Salary,15003,2440,1,1.12,620,1
44965,166174,43,Business,14875,2618,0,0.38,448,1
67941,135321,19,Business,14485,1464,0,1.35,554,1
71112,43534,56,Salary,12434,1642,0,0.89,823,0
47557,135799,43,Business,5649,2256,0,0.93,342,1
79748,732341,61,Salary,34148,15182,0,2.37,396,1
83150,671352,53,Salary,11018,10891,0,0.69,417,1
88726,861799,62,Salary,15615,14209,0,0.52,551,1
70588,102863,44,Salary,23697,3747,0,1.08,682,1
87269,534584,18,Salary,29912,4551,0,0.81,400,1
22384,65875,25,Business,3122,4818,0,0.1,359,1
53642,303504,44,Salary,20450,23190,0,0.73,347,1
42660,151201,40,Agriculture,11467,2889,0,4.03,741,1
62385,199190,63,Salary,24575,2521,0,3.12,316,1
48571,289072,41,Business,5454,9205,0,5.65,644,1
56677,127043,67,Agriculture,5432,1826,0,1.75,618,1
97643,483994,28,Salary,30825,5374,0,5.26,355,1
56606,378282,39,Salary,7671,17072,0,0.81,604,1
68276,117280,61,Business,18723,991,1,1.48,458,1
55355,517051,25,Other,4717,10691,0,3.76,583,1
61514,326294,36,Other,22672,4009,0,2.15,375,1
60120,498125,60,Salary,24819,20792,0,0.81,667,1
68966,462907,51,Agriculture,26923,5223,0,1.78,739,1
83306,603553,62,Salary,36204,5873,0,0.43,301,1
92948,678822,47,Salary,38494,29046,0,1.0,593,1
66192,583380,66,Business,16170,22794,1,0.53,656,1
71791,454383,68,Business,16324,10728,0,1.48,301,1
36983,116240,73,Business,15222,8747,0,0.5,698,1
58242,84180,24,Agriculture,24634,710,0,1.8,599,1
78806,493277,51,Salary,34671,6438,0,2.64,468,1
77319,87398,24,Business,28166,1126,0,0.56,566,1
64232,179354,31,Salary,9939,1552,0,2.63,675,1
77728,83691,35,Salary,33395,822,0,1.68,654,1
69815,398953,54,Salary,30051,3992,0,2.21,727,1
84006,169962,42,Other,27425,3492,1,5.68,319,1
65787,414384,67,Salary,26130,8603,0,2.47,733,1
52886,423787,35,Salary,15212,9741,1,1.24,319,1
66717,554276,53,Business,28643,11210,0,1.74,658,1
5000,17203,61,Other,574,331,1,0.8,492,1
67658,386670,73,Remittance,27041,14258,0,3.39,335,1
5000,29243,31,Business,503,580,0,1.38,679,1
25531,127462,59,Salary,5246,2116,1,2.14,604,1
69035,464162,22,Business,8979,10222,0,10.53,667,1
69551,173587,48,Agriculture,17894,5814,0,0.72,507,1
36751,360263,41,Remittance,6098,6885,1,2.06,453,1
45758,65514,72,Agriculture,19780,1025,0,2.3,644,1
87411,732294,62,Salary,25082,8151,0,1.43,419,1
50319,309156,70,Salary,20739,3481,0,1.97,747,1
104858,296341,66,Business,19177,8744,0,3.03,676,1
59962,454747,41,Salary,5373,28495,1,5.22,850,1
68161,88784,59,Salary,25015,1981,0,0.46,314,1
92337,725489,19,Salary,31383,25042,0,0.89,622,1
62621,382292,49,Business,17649,6983,0,0.07,606,1
39953,62012,20,Remittance,15249,527,1,0.5,772,1
57805,72563,59,Agriculture,22592,2300,0,1.27,533,1
59288,452542,73,Remittance,17640,9745,0,2.06,815,1
32705,107367,56,Agriculture,14305,1189,1,1.66,431,1
54883,491113,65,Agriculture,19006,7331,0,0.17,770,1
45156,349494,31,Salary,14922,20872,1,0.05,586,1
78487,559833,74,Business,16775,19002,0,3.61,820,1
60692,190983,49,Salary,4906,1690,0,0.88,419,1
54344,393177,56,Salary,9192,16990,0,0.72,443,1
57876,550250,61,Salary,20989,6828,1,0.54,610,1
64462,88301,54,Agriculture,22088,905,1,0.63,604,1
72336,260304,36,Agriculture,14646,6401,0,0.59,382,1
40006,109192,52,Remittance,12460,1209,0,1.97,658,1
39168,165911,55,Other,5964,5467,0,0.65,523,1
82094,619987,66,Remittance,14575,14502,0,1.75,383,1
51753,259040,45,Salary,22282,5671,0,0.83,581,1
31663,187506,46,Remittance,7374,1568,0,1.69,684,1
68876,239996,46,Agriculture,11753,6823,0,2.12,317,1
69267,127607,24,Remittance,18025,4917,0,2.83,807,1
29386,89212,23,Salary,6559,797,1,4.62,636,1
64590,559799,19,Salary,22602,18984,0,2.43,443,1
74712,464930,55,Remittance,32573,4347,0,3.44,713,1
67488,276086,41,Salary,20175,3357,0,0.33,764,1
72640,581418,67,Salary,21699,7825,0,0.59,826,1
31915,35501,58,Salary,6861,381,0,0.15,735,1
66621,193998,26,Salary,19248,2146,0,0.16,411,1
53948,144903,23,Salary,10690,6054,0,1.5,390,1
50344,496440,38,Other,4048,4139,0,0.28,414,1
